"id","region","country_code","country","city","latitude","longitude","long_name","short_name","prefixes","status","established","url"
387,"Oceania","AUS","Australia","Adelaide",-34.93000,138.52000,"PIPE Networks Adelaide","PIPE Adelaide",0,"Active",20030000,"http://www.pipenetworks.com"
388,"Oceania","AUS","Australia","Hobart",-42.83000,147.48000,"PIPE Networks Hobart","PIPE Hobart",0,"Active",20030800,"http://www.pipenetworks.com"
389,"Oceania","AUS","Australia","Melbourne",-37.82000,144.97000,"PIPE Networks Melbourne","PIPE Melbourne",0,"Active",20030700,"http://www.pipenetworks.com"
400,"Oceania","AUS","Australia","Canberra",-35.30000,149.17999,"PIPE Networks Canberra","PIPE Canberra",0,"Active",20040600,"http://www.pipenetworks.com"
402,"Oceania","AUS","Australia","Sydney",-33.95000,151.17999,"PIPE Networks Sydney","PIPE Sydney",0,"Active",20030000,"http://www.pipenetworks.com"
415,"South America","BRA","Brazil","Rio de Janeiro",-22.90000,-43.17000,"Ponto de Troca de Tráfego do Rio de Janeiro","PTT Rio de Janeiro",0,"Active",20100000,"http://ptt.br/adesao/rj"
464,"Asia","SGP","Singapore","Singapore",1.37000,103.98000,"Equinix Singapore IBX","Equinix Singapore",330663,"Active",20040426,"http://www.equinix.sg/"
467,"North America","USA","United States of America","Los Angeles",33.97000,-118.25000,"Equinix Los Angeles IBX","Equinix LA",211055,"Active",20020711,"http://www.equinix.com/"
479,"Africa","COD","Congo","Kinshasa",-4.38000,15.43000,"Kinshasa Internet Exchange","KINIX",0,"Active",20021100,"http://www.ispa-drc.cd/kinix.htm"
504,"Europe","FRA","France","Marseille",43.45000,5.23000,"Marseille Internet Exchange","",0,"Active",20050000,"http://www.ma-ix.net/"
506,"Europe","ITA","Italy","Florence",43.80000,11.20000,"Tuscany Internet Exchange","TIX",0,"Active",20030000,"https://www.tix.it/en/web/guest/home"
508,"Europe","NLD","Netherlands","Leeuwarden",53.22000,5.57000,"Friese Internet Exchange","Fr-IX",0,"Active",20060126,"http://www.fr-ix.nl/"
509,"Europe","POL","Poland","Warsaw",52.23000,21.00000,"Polish Internet Exchange","PLIX",137046,"Active",20060402,"http://www.plix.pl/"
516,"Europe","RUS","Russian Federation","Krasnoyarsk",56.17000,92.50000,"Krasnoyarsk Internet Exchange","KRS-IX",0,"Active",20060000,"http://www.krs-ix.ru"
539,"Asia","PHL","Philippines","Manila",14.58000,120.95000,"Philippine Open Internet Exchange","PhOpenIX",2842,"Active",20070000,"http://www.phopenix.net/"
547,"Africa","ZMB","Zambia","Lusaka",-15.32000,28.45000,"Zambia Internet Exchange Point","Zambia IXP",0,"Active",20060200,"http://www.ispa.org.zm"
556,"Europe","DEU","Germany","Frankfurt",50.12000,8.68000,"KleyReX Internet Exchange","KleyRex",0,"Active",20020900,"http://www.kleyrex.net/"
559,"Europe","EST","Estonia","Tallinn",59.35000,24.80000,"Tallinn Internet Exchange (TLLIX)","TLLIX",0,"Active",20051100,"http://www.tllix.net"
572,"Europe","NLD","Netherlands","Amsterdam",52.30000,4.77000,"Netherlands Internet Exchange","NL-ix",78182,"Active",20020301,"http://www.nl-ix.net"
583,"North America","PRI","Puerto Rico","San Juan",18.47000,-66.11000,"Internet Exchange of Puerto Rico","IX.PR",0,"Active",20060416,"http://www.ix.pr/"
586,"North America","USA","United States of America","Dayton",39.77000,-84.20000,"Dayton Metro Internet Exchange","DMIX",0,"Active",20030624,"http://www.donet.com/~dmix/"
587,"North America","USA","United States of America","New York",40.75000,-74.00000,"Peer 1 Internet Exchange","PIX",0,"Active",20040109,"http://www.peer1.net/en/otherservices.asp"
589,"North America","USA","United States of America","Richardson",32.96000,-96.74000,"North Texas GigaPOP","North Texas GigaPOP",0,"Active",20040820,"http://www.northtexasgigapop.org/"
592,"North America","USA","United States of America","Honolulu",21.30000,-157.83000,"DRFxchange","DRFxchange",0,"Active",20070108,"http://www.drfortress.com/internet-exchange/drfxchange/"
593,"Africa","EGY","Egypt","Cairo",30.13000,31.40000,"Middle East Internet eXchange","MEIX",0,"Active",20070500,"http://www.gpxglobal.net/"
601,"Asia","MYS","Malaysia","Kuala Lumpur",3.13000,101.70000,"Malaysia Internet Exchange","MyIX",0,"Active",20061215,"http://www.myix.gov.my/"
606,"Africa","TZA","Tanzania","Arusha",-3.33000,36.62000,"Arusha Internet Exchange Point","AIXP",0,"Active",20060626,"http://www.aixp.or.tz/"
612,"Europe","CZE","Czech Republic","Brno",49.15000,16.70000,"Commercial Brno Internet Exchange","CBIX",0,"Active",20070512,"http://www.cbix.cz/en"
613,"Europe","CZE","Czech Republic","Prague",50.08000,14.43000,"Neutral czFree eXchange","NFXzspo",0,"Active",20070000,"http://www.nfx.cz"
616,"Africa","NGA","Nigeria","Lagos",6.55000,3.35000,"IXPN - Lagos","IXPN - Lagos",1855,"Active",20070500,"http://www.ixp.net.ng/"
627,"Europe","SWE","Sweden","Stockholm",59.33000,18.05000,"Stockholm Internet Exchange","STHIX",0,"Active",20070000,"http://www.sthix.net"
629,"Europe","FRA","France","Paris",48.80000,2.33000,"French National Internet Exchange IPv6","FNIX6",0,"Active",20021101,"http://www.fnix6.net"
630,"North America","USA","United States of America","Kansas City",39.10000,-94.58000,"Kansas City Internet Exchange","KCIX",0,"Active",20060000,"http://www.kcix.net/"
693,"Asia","LBN","Lebanon","Beirut",33.82000,35.48000,"Beirut Internet Exchange","BeirutIX",0,"Active",20071206,"http://www.beirutix.net"
703,"North America","USA","United States of America","Billings",45.77000,-108.48000,"Yellowstone Regional Internet Exchange","YRIX",0,"Active",20030000,"http://www.yrix.org"
705,"Europe","DEU","Germany","Stuttgart",48.83000,9.20000,"Stuttgarter Internet Exchange","S-IX",0,"Active",20050400,"http://www.s-ix.info/"
712,"Europe","FRA","France","Alsace",50.40000,6.00000,"EuroGIX","EuroGIX",0,"Active",20020304,"http://www.eurogix.net/"
717,"Europe","DEU","Germany","Frankfurt",50.12000,8.68000,"Frankfurt Network Access Point","fraNAP",0,"Active",20031001,"http://www.franap.net/"
723,"Europe","POL","Poland","Kraków",50.08000,19.80000,"Krakowski Traffic Exchange Point","CIX",0,"Active",20091100,"http://www.ix.krakow.pl"
725,"Europe","POL","Poland","Wroclaw",51.11670,17.03330,"Wroclaw Internet eXchange","WRIX",0,"Active",20010200,"http://wrix.org"
739,"Asia","BGD","Bangladesh","Dhaka",23.77000,90.38000,"Bangladesh Society of Internet Exchange","BSIX",0,"Active",20040500,"http://www.bsixbd.net/news.php"
765,"Africa","RWA","Rwanda","Kigali",-1.97000,30.12000,"Rwanda Internet exchange","RINEX",0,"Active",20030000,"http://www.rinex.org.rw"
767,"Europe","NOR","Norway","Oslo",59.95000,10.70000,"Free Internet eXchange Oslo","FIXO",0,"Active",20080116,"http://www.fixo.no"
803,"Europe","NLD","Netherlands","Rotterdam",51.95000,4.45000,"Rotterdam Internet eXchange","R_iX",0,"Active",20070000,"http://www.r-ix.nl/"
804,"Europe","ROU","Romania","Bucharest",44.50000,26.13000,"InterLAN-IX","InterLAN-IX",0,"Active",20070000,"http://www.interlan.ro/"
834,"Asia","CHN","China","Hong Kong",22.33000,114.18000,"Equinix Hong Kong","Equinix Hong Kong",0,"Active",20090000,"http://www.equinix.hk"
864,"Europe","SWE","Sweden","Gothenburg",57.67000,12.30000,"Gothenburg Internet Exchange","GIX",0,"Active",20051221,"http://www.gix.se/"
879,"Europe","SWE","Sweden","Malmö",55.57000,13.07000,"Internet exchange point of the Oresund Region","IXOR",0,"Active",20091014,"http://www.ixor.se"
880,"Europe","POL","Poland","Katowice",50.23000,19.03000,"Tysiaclecie Internet Exchange","TIX",0,"Active",20040400,"http://www.ix.1000lecie.pl/"
894,"Asia","JPN","Japan","Tokyo",35.55000,139.78000,"JPNAP Tokyo II - Ikebukuro","JPNAP Tokyo II",0,"Active",20080401,"http://www.jpnap.net/english/jpnap-tokyo-ii/index.html"
897,"Europe","UKR","Ukraine","Donetsk ",48.08000,37.75000,"Donetsk Internet Exchange","DN-IX",0,"Active",20011223,"http://www.ix.dn.ua/"
907,"Asia","IDN","Indonesia","Jakarta",-6.17444,106.82944,"Biznet Internet Exchange","BIX",0,"Active",20060000,"http://www.biznetnetworks.com/En/?menu=Bix"
909,"North America","USA","United States of America","Albuquerque",35.08000,-106.65000,"New Mexico Internet Exchange","NMIX",0,"Active",20080000,"http://www.nmix.net/index.html"
917,"Europe","POL","Poland","Poznan",52.42000,16.83000,"Poznan Internet Exchange","PIX",0,"Active",20060310,"http://www.pix.net.pl/"
918,"Europe","POL","Poland","Warsaw",52.23000,21.00000,"Thinx Poland","Thinx IX",0,"Active",20060000,"http://www.thinx.pl/"
926,"Europe","LTU","Lithuania","Vilnius",54.63000,25.28000,"Lithuanian Internet service providers exchange unit","LIPTAM",0,"Active",20080000,"http://is.lt/"
928,"North America","USA","United States of America","Chicago",41.85000,-87.65000,"CoreSite - Any2","CoreSite - Any2",0,"Active",20080100,"http://www.coresite.com/chicago-data-center.php"
932,"Africa","AGO","Angola","Luanda",-8.85000,13.23000,"Angola Internet Exchange","ANG-IX",0,"Active",20060317,"http://www.angola-ixp.ao"
933,"Europe","UKR","Ukraine","Odessa",46.43000,30.77000,"Odessa Internet Exchange","OD-IX",0,"Active",20070900,"http://www.od-ix.net"
946,"North America","USA","United States of America","Phoenix",33.45070,-112.06840,"TelX Internet Exchange","TIE Phoenix",0,"Active",20080602,"http://tie.telx.com/"
982,"North America","HTI","Haiti","Port au Prince",18.57000,-72.30000,"AHTIC Internet Exchange Point","AIX",0,"Active",20090505,"http://ixp.ht/"
984,"North America","DOM","Dominican Republic","Santo Domingo",18.43000,-69.88000,"NAP del Caribe","NAP del Caribe",0,"Active",20080700,"http://www.rsandh.com/who-we-serve/corporate/mission-critical/data-centers/terremark-nap-del-caribe"
1008,"Oceania","AUS","Australia","Canberra",-35.30000,149.17999,"ACT Internet Exchange","ACT-IX",0,"Active",20081001,"http://www.actix.net.au"
1018,"South America","BRA","Brazil","Salvador",-13.02000,-38.52000,"Ponto de Troca de Trafego do Salvador","PTT Salvador",0,"Active",20080000,"http://ptt.br/adesao/ba"
1020,"Asia","IND","India","Bangalore",12.95000,77.65000,"National Internet Exchange of India","NIXI Bangalore",0,"Active",20080000,"http://nixi.in/index.php?option=com_noclocation&task=click&id=60&Itemid=28"
1021,"Asia","IND","India","Hyderabad",17.45000,78.47000,"National Internet Exchange of India","NIXI Hyderabad",0,"Active",20080000,"http://nixi.in/index.php?option=com_noclocation&task=click&id=59&Itemid=28"
1022,"Asia","IND","India","Ahmedabad",23.07000,72.63000,"National Internet Exchange of India","NIXI Ahmedabad",0,"Active",20080000,"http://nixi.in/index.php?option=com_noclocation&task=click&id=58&Itemid=28"
1029,"Africa","MWI","Malawi","Blantyre",-15.78333,35.00000,"Malawi IXP","Malawi IXP",87,"Active",20081201,"http://www.mispa.org.mw/mix.html"
1044,"Europe","RUS","Russian Federation","Vladivostok",43.12000,131.89999,"Vladivostok Internet Exchange","VLV-IX",0,"Active",20080000,"http://www.ix.ru/eng/vlv/"
1046,"Europe","RUS","Russian Federation","Rostov-on-Don",47.25000,39.82000,"Rostov-on-Don Internet Exchange","RND-IX",0,"Active",20090000,"http://www.ix.ru/eng/rnd/"
1052,"Europe","DEU","Germany","Hamburg",53.55000,10.03000,"European Commercial Internet Exchange Hamburg","ECIX HAM",67680,"Active",20090121,"http://www.ecix.de"
1064,"Asia","SAU","Saudi Arabia","Riyadh",24.72000,46.72000,"Internet Exchange of Saudi Arabia","IXSA Riyadh",0,"Active",20090100,"http://www.ix.net.sa/"
1065,"Asia","BHR","Bahrain","Manama",26.27000,50.65000,"Gateway Gulf Internet Exchange Bahrain","GulfIX Bahrain",0,"Active",20090401,"http://www.gatewaygulf.bh"
1088,"South America","BRA","Brazil","Londrina",-23.33000,-51.13000,"Ponto de Troca de Trafego do Londrina","PTT Londrina",0,"Active",20090215,"http://ptt.br/adesao/lda"
1089,"South America","BRA","Brazil","Fortaleza",-3.78000,-38.53000,"Ponto de Troca de Trafego do Fortaleza","PTT Fortaleza",0,"Active",20081001,"http://ptt.br/adesao/ce"
1092,"South America","BRA","Brazil","Porto Alegre",-30.00000,-51.18000,"Ponto de Troca de Trafego do Porto Alegre","PTT Porto Alegre",0,"Active",20020400,"http://ptt.br/adesao/rs"
1097,"Europe","FRA","France","Paris",48.80000,2.33000,"Equinix Paris","Equinix Paris",88694,"Active",20080000,"http://www.equinix-ix.fr"
1105,"Europe","IRL","Ireland","Cork",51.85000,-8.48000,"Cork Neutral Internet Exchange","CNIX",0,"Active",20090717,"http://www.cnix.ie"
1108,"Europe","IRL","Ireland","Galway",53.28000,-9.02000,"eXchange West","eXchange West",0,"Active",20090604,"http://www.exwest.net"
1124,"Europe","FRA","France","Paris",48.80000,2.33000,"France-IX","France-IX",126059,"Active",20101100,"http://www.france-ix.fr/"
1128,"Europe","ITA","Italy","Padova",45.40000,11.85000,"VSIX NAP del Nord Est","NAP VSIX IPv4",0,"Active",20090901,"http://www.vsix.it"
1132,"Europe","ITA","Italy","Udine",46.03000,13.18000,"Friuli Venezia Giulia Internet Exchange","FVG-IX",0,"Active",20090000,"http://www.fvg-ix.net/"
1134,"Europe","RUS","Russian Federation","Ulyanovsk",54.32000,48.33000,"Ulyanovsk Internet Exchange","ULN-IX",0,"Active",20090508,"http://www.uln-ix.ru/"
1137,"Europe","BGR","Bulgaria","Sofia",42.65000,23.38000,"Bulgarian Internet eXchange","BIX.BG",14099,"Active",20090801,"http://www.bix.bg/en/"
1149,"North America","USA","United States of America","New York",40.75000,-74.00000,"TelX Internet Exchange","TIE New York",0,"Active",20090000,"http://tie.telx.com"
1187,"Asia","TUR","Turkey","Istanbul",40.97000,28.82000,"Terremark IST-IX","IST-IX",281,"Active",20100000,"http://www.terremark.com/data-centers/europe-middle-east-africa/nap-istanbul.aspx"
1194,"Europe","BGR","Bulgaria","Sofia",42.65000,23.38000,"Balkan Internet Exchange","Balkan-IX",0,"Active",20100000,"http://www.b-ix.net"
1198,"South America","ARG","Argentina","Neuquén",-38.93330,-68.13330,"NAP CABASE Neuquén","NAP CABASE Neuquén",8491,"Active",20110510,"http://www.cabase.org.ar/wordpress/nap-neuquen/"
1199,"South America","BRA","Brazil","Campinas",-22.90000,-47.08000,"Ponto de Troca de Trafego do Campinas","PTT Campinas",0,"Active",20091130,"http://ptt.br/adesao/cas"
1200,"South America","BRA","Brazil","Recife",-8.07000,-34.85000,"Ponto de Troca de Trafego do Recife","PTT Recife",0,"Active",20091201,"http://ptt.br/adesao/pe"
1206,"North America","USA","United States of America","Dallas",32.77000,-96.77000,"TelX Internet Exchange","TIE Dallas",0,"Active",20070000,"https://tie.telx.com/"
1207,"Africa","KEN","Kenya","Mombasa",-4.05000,39.66670,"AMS-IX East Africa","AMS-IX East Africa",0,"Active",20100800,"https://eastafrica.ams-ix.net"
1223,"Europe","RUS","Russian Federation","Kazan",55.81749,49.10889,"Kazan Internet Exchange","KZN-IX",0,"Active",20100500,"http://www.ix.ru/eng/kzn/"
1225,"Europe","AUT","Austria","Klagenfurt",46.65000,14.33000,"Alpes Adria Internet Exchange","AAIX",223,"Active",20100000,"http://www.aaix.at/"
1230,"Europe","FRA","France","Toulouse",43.60530,1.44280,"Le GIX de la grande region Toulousaine","Touix",0,"Active",20090416,"http://www.touix.net/"
1231,"Europe","FRA","France","Saint Etienne",45.43470,4.39030,"The Saint-Etienne Internet eXchange Point","SaintetIX",0,"Active",20110100,"http://www.saintetix.net/"
1232,"Europe","GBR","United Kingdom of Great Britain & Northern Ireland","Leeds",53.80000,-1.55000,"Leeds Internet Exchange","IXLeeds",0,"Active",20100920,"http://www.ixleeds.net/"
1233,"Europe","ITA","Italy","Milan",45.45000,9.17000,"Milan Neutral Access Point","MiNAP",0,"Active",20080000,"http://www.minap.it/"
1234,"Europe","LUX","Luxembourg","Luxembourg",49.62000,6.22000,"Luxembourg Commercial Internet Exchange","LU-CIX",0,"Active",20100000,"http://www.lu-cix.lu/"
1236,"Europe","LVA","Latvia","Riga",56.97000,24.05000,"Santa Monica Internet Local Exchange","SMILE",0,"Active",20051011,"http://www.smile-ixp.net/"
1240,"Europe","UKR","Ukraine","Kiev",50.40000,30.45000,"Digital Telecom Internet Exchange","DTEL-IX",0,"Active",20090000,"http://dtel-ix.net/"
1263,"Asia","IDN","Indonesia","Jakarta",-6.17444,106.82944,"Matrix Cable System Internet Exchange","MCIX",7967,"Active",20110000,"http://www.nap.net.id/internet_exchange.html"
1264,"Oceania","NZL","New Zealand","Hamilton",-37.76692,175.28687,"Hamilton Internet Exchange","HIX",0,"Active",20100000,"http://hix.nzix.net/"
1265,"North America","USA","United States of America","Minneapolis",44.98550,-93.27190,"Midwest Internet Cooperative Exchange","MICE",0,"Active",20110111,"http://www.micemn.net"
1267,"North America","USA","United States of America","Guam",13.47511,144.74844,"Guam Internet Exchange","GU-IX",0,"Active",20110000,"http://www.gu-ix.net/"
1269,"Europe","RUS","Russian Federation","St. Petersburg",59.93000,30.30000,"DataIX St Petersburg","DataIX",0,"Active",20101020,"http://www.dataix.ru/"
1270,"Europe","RUS","Russian Federation","Moscow",55.75000,37.60000,"DataIX Moscow","DataIX Moscow",0,"Active",20101020,"http://www.dataix.ru/"
1271,"Europe","DEU","Germany","Munich",48.13000,11.70000,"DE-CIX Munich","DE-CIX Munich",0,"Active",20100400,"http://www.de-cix.net/products-services/de-cix-munich/"
1272,"Asia","SGP","Singapore","Singapore",1.37000,103.98000,"Singapore Internet Exchange","SGIX",23542,"Active",20100607,"http://www.sgix.sg/"
1275,"South America","BRA","Brazil","Campina Grande",-7.22000,-35.88000,"Ponto de Troca de Trafego do Campina Grande","PTT Campina Grande",0,"Active",20100928,"http://ptt.br/adesao/cpv"
1276,"South America","BRA","Brazil","Goiânia",-16.67000,-49.25000,"Ponto de Troca de Trafego do Goiânia","PTT Goiânia",0,"Active",20101020,"http://ptt.br/adesao/gyn"
1283,"Asia","LAO","Lao People's Democratic Republic","Vientiane",17.95000,102.57000,"Lao National Internet Center","LANIC",0,"Active",20100901,"http://www.lanic.la"
1285,"Asia","PAK","Pakistan","Karachi",24.90000,67.13000,"Zero Point Internet Exchange","ZPIX",0,"Active",20110110,"http://zpix.pk"
1288,"North America","USA","United States of America","Phoenix",33.45070,-112.06840,"Arizona Internet Exchange","AZIX",0,"Active",20110000,"http://arizonaix.net/"
1297,"North America","GRD","Grenada","St. Georges",12.05363,61.74995,"Grenada Internet Exchange","GREX",72,"Active",20110512,"http://ixgd.wordpress.com"
1306,"Africa","ZAF","South Africa","Johannesburg",-26.13000,28.23000,"NAPAfrica Johannesburg","NAPAfrica",0,"Active",20120000,"http://www.napafrica.com"
1308,"Africa","ZAF","South Africa","Cape Town",-33.98000,18.60000,"NAPAfrica Cape Town","NAPAfrica",3655,"Active",20120000,"http://www.napafrica.com"
1316,"North America","CAN","Canada","Winnipeg",49.88330,-97.15000,"Manitoba Internet Exchange","MBIX",116334,"Active",20130729,"http://www.mbix.ca"
1317,"North America","USA","United States of America","Jacksonville",30.33218,-81.65565,"Jacksonville Internet Exchange","JXIX",178,"Active",20120102,"http://jxix.org"
1319,"Asia","CHN","China","Hong Kong",22.33000,114.18000,"AMS-IX Hong Kong","ASM-IX HK",0,"Active",20120401,"http://www.ams-ix.hk"
1332,"Europe","GBR","United Kingdom of Great Britain & Northern Ireland","Manchester",53.35000,-2.27000,"IXManchester powered by LINX","IXManchester",3817,"Active",20120429,"https://www.linx.net/"
1341,"Asia","ARE","United Arab Emirates","Dubai",25.25000,55.33000,"UAE-IX","UAE-IX",1661,"Active",20120224,"http://www.uae-ix.net/"
1348,"North America","USA","United States of America","Boston",42.37000,-71.03000,"Boston Internet Exchange","Boston IX",59675,"Active",20120409,"http://markleygroup.com/Peering"
1350,"Europe","SRB","Serbia","Belgrade",44.82958,20.46547,"Serbian Open Exchange","SOX",0,"Active",20100900,"http://sox.rs"
1362,"Africa","ZAF","South Africa","Durban",-29.97000,30.95000,"Durban Internet eXchange","DINX",951,"Active",20120914,"http://stats.dinx.net.za"
1364,"North America","DMA","Dominica","Roseau",15.30000,-61.40000,"Dominica National Internet Exchange Point","DANIX",16,"Active",20130227,"http://danix.dm/"
1365,"Europe","EST","Estonia","Tallinn",59.35000,24.80000,"Tallinn Governmental Internet Exchange","RTIX",837,"Active",20090700,"http://www.rtix.ee/rtix/"
1367,"Oceania","VUT","Vanuatu","Port Vila",-17.75000,168.32000,"Vanuatu Internet Exchange","VIX",52,"Active",20130201,"http://www.vix.vu/"
1373,"Europe","FRA","France","Grenoble",45.19000,5.72000,"GrenoblIX","GrenoblIX",0,"Active",20130000,"http://www.grenoblix.net/"
1375,"Europe","FRA","France","Valence",44.93330,4.89170,"The Ardèche and Drôme Internet eXchange Point ","ADNIX",0,"Active",20120000,"http://www.adn-ix.net/en/"
1383,"Europe","RUS","Russian Federation","Saratov",51.53330,46.03330,"Saratov Internet Exchange","Saratov-IX",0,"Active",20050000,"http://saratov-ix.ru/"
1384,"Europe","RUS","Russian Federation","Stavropol",45.05000,41.96670,"Stavropol Internet Exchange","STW-IX",0,"Active",20090000,"http://www.ix.ru/eng/stw/"
1385,"Europe","ROU","Romania","Bucharest",44.50000,26.13000,"Balcan-IX","Balcan-IX",0,"Active",20080000,"http://www.balcan-ix.net"
1403,"South America","ARG","Argentina","Bahía Blanca",-38.71440,-62.26740,"NAP CABASE Bahía Blanca","NAP CABASE Bahía Blanca",0,"Active",20130000,"http://www.cabase.org.ar/wordpress/nap-bahia-blanca-2/"
1404,"South America","ARG","Argentina","Córdoba",-31.40360,-64.18580,"NAP CABASE Córdoba","NAP CABASE Córdoba",8491,"Active",20120800,"http://www.cabase.org.ar/wordpress/nap-cordoba/"
1405,"South America","ARG","Argentina","Mar del Tuyú",-36.57940,-56.69250,"NAP CABASE De la Costa","NAP CABASE De la Costa",0,"Active",20111129,"http://www.cabase.org.ar/wordpress/nap-de-la-costa/"
1406,"South America","ARG","Argentina","La Plata",-34.92920,-57.96000,"NAP CABASE La Plata","NAP CABASE La Plata",0,"Active",20120606,"http://www.cabase.org.ar/wordpress/nap-la-plata/"
1407,"South America","ARG","Argentina","Mar del Plata",-37.93000,-57.58000,"NAP CABASE Mar del Plata","NAP CABASE Mar del Plata",0,"Active",20121107,"http://www.cabase.org.ar/wordpress/nap-mar-del-plata/"
1408,"South America","ARG","Argentina","Mendoza",-32.89050,-68.84200,"NAP CABASE Mendoza","NAP CABASE Mendoza",0,"Active",20111020,"http://www.cabase.org.ar/wordpress/nap-mendoza/"
1409,"South America","ARG","Argentina","Rosario",-32.95000,-60.65000,"NAP CABASE Rosario","NAP CABASE Rosario",0,"Active",20110331,"http://www.cabase.org.ar/wordpress/nap-rosario/"
1410,"South America","ARG","Argentina","Santa Fe",-31.62710,-60.70360,"NAP CABASE Santa Fe","NAP CABASE Santa Fe",0,"Active",20111122,"http://www.cabase.org.ar/wordpress/nap-santa-fe/"
1440,"South America","BRA","Brazil","Belém",-1.46670,-48.48330,"Ponto de Troca de Trafego do Belém","PTT Belém",0,"Active",20110600,"http://ptt.br/adesao/bel"
1441,"South America","BRA","Brazil","Caxias do Sul",-29.16670,-51.18330,"Ponto de Troca de Trafego do Caxias do Sul","PTT Caxias do Sul",0,"Active",20130600,"http://ptt.br/adesao/cxj"
1442,"South America","BRA","Brazil","Manaus",-3.12920,-60.02140,"Ponto de Troca de Trafego do Manaus","PTT Manaus",0,"Active",20130100,"http://ptt.br/adesao/mao"
1443,"South America","BRA","Brazil","Natal",-5.76670,-35.20000,"Ponto de Troca de Trafego do Natal","PTT Natal",0,"Active",20110600,"http://ptt.br/adesao/nat"
1444,"South America","BRA","Brazil","São José dos Campos",-23.18270,-45.88300,"Ponto de Troca de Trafego do São José dos Campos","PTT São José dos Campos",0,"Active",20110000,"http://ptt.br/adesao/sjc"
1445,"South America","BRA","Brazil","São José do Rio Preto",-20.80810,-49.38110,"Ponto de Troca de Trafego do São José do Rio Preto","PTT São José do Rio Preto",0,"Active",20130100,"http://ptt.br/adesao/sjp"
1446,"South America","BRA","Brazil","Vitória",-20.31890,-40.33780,"Ponto de Troca de Trafego do Vitória","PTT Vitória",0,"Active",20120000,"http://ptt.br/adesao/vix"
1461,"North America","CAN","Canada","Calgary",51.05440,-114.06690,"Calgary Internet Exchange","YYCIX",116490,"Active",20130000,"http://www.yycix.ca"
1472,"Oceania","AUS","Australia","Brisbane",-27.38000,153.10001,"Queensland Internet Exchange","QLD-IX",0,"Active",20110000,"http://www.ix.asn.au/peering.html"
1473,"Oceania","AUS","Australia","Adelaide",-34.93000,138.52000,"South Australia Internet Exchange","SA-IX",0,"Active",20130227,"http://www.ix.asn.au/peering.html"
1474,"Africa","TUN","Tunisia","Tunis",36.81881,10.16596,"Tunisian Internet Exchange Point","TunIXP",16,"Active",20110000,"http://www.ati.tn/TunIXP/"
1484,"North America","USA","United States of America","Phoenix",33.45070,-112.06840,"Phoenix-IX","Phoenix-IX",0,"Active",20121200,"http://phoenix-ix.net"
1499,"Asia","ARM","Armenia","Yerevan",40.13000,44.47000,"Armenian Internet Traffic Exchange","ARMIX",0,"Active",20100000,"http://www.armix.am/"
1506,"Europe","NOR","Norway","Oslo",59.95000,10.70000,"Norwegian Internet Exchange Oslo 2","NIX2",0,"Active",20000500,"http://www.nix.no/"
1507,"Europe","NOR","Norway","Bergen",60.38000,5.34000,"Bergen Internet Exchange","BIX",0,"Active",20040000,"http://www.nix.no/"
1508,"Europe","NOR","Norway","Trondheim",63.47000,10.93000,"Trondheim Internet Exchange","TRDIX",0,"Active",20050000,"http://www.nix.no/"
1515,"Europe","FIN","Finland","Oulu",65.05000,25.46670,"Finnish Communication and Internet Exchange Oulu","FICIX3",0,"Active",20080000,"http://www.ficix.fi/english/main.php"
1516,"Europe","FIN","Finland","Espoo",60.21000,24.66000,"Finnish Communication and Internet Exchange Espoo","FICIX1",0,"Active",19930000,"http://www.ficix.fi/english/main.php"
1521,"Europe","SVK","Slovakia (Slovak Republic)","Košice",48.71670,21.25000,"Slovak Internet Exchange","SIX Košice",0,"Active",20080600,"http://www.six.sk/index_en.shtml"
1526,"Asia","KHM","Cambodia","Phnom Penh",11.55000,104.85000,"HTN-Cambodia Internet Exchange","HTN-CIX",0,"Active",20130000,"http://www.htnetworks.com.kh/index.php/ixservices"
1530,"South America","BOL","Bolivia","La Paz",-16.50000,-68.15000,"IX-LAPAZ","IX-LAPAZ",16,"Active",20131101,"http://www.MegaLink.com/ixp/"
1540,"North America","CAN","Canada","Winnipeg",49.88330,-97.15000,"Winnipeg Internet Exchange","WPGIX",63622,"Active",20130500,"http://www.wpgix.net"
1541,"Africa","COG","Congo","Brazzaville",-4.26780,15.29190,"Congo Brazzaville IX","CG-IX",0,"Active",20130510,""
1546,"Asia","IDN","Indonesia","Jakarta",-6.17444,106.82944,"NEX Internet Exchange","NEX-IX",0,"Active",20100000,"http://www.nexdatacenter.com"
1549,"Asia","IDN","Indonesia","Surabaya",-7.24917,112.75083,"IIX Jawa Timur","IIX JI",0,"Active",20080000,"http://www2.jatim.apjii.or.id/"
1550,"Asia","IDN","Indonesia","Jakarta",-6.17444,106.82944,"OpenIXP Internet exchange Point","Open IXP",0,"Active",20050000,"http://www.openixp.net/"
1553,"North America","USA","United States of America","Buffalo",42.88640,-78.87860,"Buffalo Niagara International Internet Exchange","BNIIX",0,"Active",20110500,"http://www.iixpeering.net/peering/bniix.php"
1555,"North America","USA","United States of America","Chicago",41.85000,-87.65000,"Greater Chicago International Internet Exchange","GCIIX",0,"Active",20121200,"http://www.iixpeering.net/peering/gciix.php"
